question,answer,intent
Most common site of metastasis for Breast Carcinoma is,Thoracic veebra,general_faq
"Life-threatening intravascular hemolysis, due to a toxin with lecithinase activity, occurs with sepsis due to:",Pseudomonas,nutrition_advice
Causes of atonic PPH are following except :,Fibroid,general_faq
Inspiratory stridor is found in what kind of lesions,Supraglottic,general_faq
Which class of antifungals inhibits the synthesis of the fungal cell wall,Polyene macrolides,general_faq
All are tubal patency tests EXCEPT,Tubal CO2 insufflation test,general_faq
Lacerated wound looks like incised wound over:,Scalp,general_faq
"All of the following are features of hallucinations, except:",It is independent of the will of the observer,nutrition_advice
Which of the following drugs should NOT be used in the setting of severe hypeension in elderly on empirical basis?,Enalapril,medicine_info
The following structures are felt on per rectal examination except,Bulb of penis,general_faq
The commonest valvular lesion in SLE-related cardiac disease is-,Tricuspid regurgitation,general_faq
Most common epithelial tumor of lacrimal gland:-,Adenoid cystic carcinoma,general_faq
Digoxin acts by inhibiting:,Na K ATPase,general_faq
Skin test based on neutralization reaction is/are -,Casoni test,general_faq
Treatment of choice for Eale’s disease,Corticosteroids,nutrition_advice
"Risk factors for Placenta Accreta include all of the following, except:",Previous LSCS scar,general_faq
Most common site of lentigo maligna subtype of malignant melanoma is ?,Palms & soles,general_faq
Foaming liver is seen in -,Organophosphorus Poisoning,general_faq
A patient presents with intermittent headache. On examination there is hypeension and a thyroid nodule. Which of the following steps is to be taken next -,Urine HIAA levels,general_faq
Low molecular weight heparin mainly inhibits which factor: September 2009,Factor Ilia,general_faq
Exarticulation of teeth means:,Intrusion,general_faq
Serotonin is sexreted by,Leukocytes,general_faq
"A 9 year old girl is presenting with non productive cough and mild stridor for 2.5 months duration. Patient is improving but suddenly developed wheeze, productive cough, mild fever and on X-ray hyperlucency is seen and PFT shows obstructive curve. The MOST probable diagnosis is?",Bronchiolitis obliterans,general_faq
Which of the following is best suited for detection of calculi in the submandibular gland?,Lower true occlusal,general_faq
Posterior capsulotomy after cataract is done using,Argon Laser,general_faq
Microalbuminuria is defined as albumin,<30 microgms/24 hrs. urine collection,general_faq
Inclined plane is used in the treatment of,Developing cross bite,nutrition_advice
The gene for folic acid transporter is located on which chromosome,5,general_faq
Which of the following is an autosomal dominant disorder?,Duchenes muscular dystrophy,general_faq
Best advantage of doing transcranial Doppler ultrasound?,Detect AV malformation,general_faq
Trimming and fuher modification of N-linked glycoproteins takes place at,Golgi apparatus,general_faq
who gave the concept of latent and manifest dreams,freud,general_faq
Patient is on autocoids for 1 year complains of severe pain epigasrium relieved iv antacids now complains of pain in right iliac fossa and epigastrium with fever and loss of liver dullness diagnosis,Duodenal perforation,symptoms_diagnosis
Prokaryote among the following is?,Bacteria,general_faq
Tongue muscles are derived from -,Occipital somites,general_faq
After 3 wks of duration pancreatic pseudocyst 5 cm in size should be managed by which method,Cystogastrostomy,nutrition_advice
Gall blader stone formation in influenced by A/E ?,Clofibrate therapy,general_faq
A 3-year-old male child presents with multiple laryngeal papillomas with hoarse voice and slight airway distress. Papillomas are involving the glottis. The best treatment is:,Tracheostomy and observation,medicine_info
All are true regarding coup injury except,Injury at the site of impact,general_faq
Gout is a disorder of-,Purine metabolism,general_faq
The most common site of lymphangiosarcoma is,Liver,general_faq
Most common tumor of vertebral spine in adults,Secondary deposits,general_faq
General visceral fibres do not supply,Smooth muscles,general_faq
"An infant born at 35 weeks' gestation to a mother with no prenatal care is noted to be jittery and irritable, and is having difficulty feeding. You note coarse tremors on examination. The nurses repo a high-pitched cry and note several episodes of diarrhea and emesis. You suspect the infant is withdrawing from",Alcohol,general_faq
Which of the following is a definite indication for systemic steroids in rheumatoid ahritis?,a) Mononeuritis multiplex,general_faq
Which of the following amino acid can produce oxaloacetate directly in a single reaction?,Alanine,general_faq
"Blunt injury abdomen, patient was hemodynamically stable, next investigation",X-ray abdomen,general_faq
Which element is required by phosphofructokinase?,Magnesium,general_faq
World health day -,7th April,general_faq
"A 50 year old male chronic smoker complaints of hoarseness of voice for the past 4 months. Microlaryngoscopic biopsy shows it to be keratosis of the larynx. All are suggested treatment modalities for this condition, EXCEPT:",Stop smoking,nutrition_advice
CRP increases in all EXCEPT:,Osteoarthritis,general_faq
Right anterior oblique view of chest X–ray true is/are – a) Cassette near right shoulderb) Cassette near left shoulderc) Arch of Aorta best seend) Left atrial enlargement can be diagnosede) Mitral & tricuspid valves better seen,ad,symptoms_diagnosis
Milk borne diseases are all except t-,Salmonellosis,general_faq
Pre anaesthetic medication glycopyrrolate is used for all of the following except,To relieve anxiety,medicine_info
Which of the following is not used for thrombo prophylaxis,Heparin,general_faq
"The triad of diabetes, gallstones and steatorrhoea is associated with which one of the following tumours?",Gastrinomas,nutrition_advice
Laryngeal mirror is warmed before use by placing -,Glass surface on flame,general_faq
Coartaction of aorta is associated with -,VSD,general_faq
Most common fungal infection in non-HIV (immuno-competent) individuals?,Mucor,general_faq
"When observations are made before and after the exposure to the factor, it is",Chi-square test,general_faq
Most common form of leptospirosis:,Weil's disease,general_faq
Structure crossing dorsal surface of ischial spine are all except,Internal pudendal vessel,general_faq
Which of the following is not due to complement deficiency?,SLE,general_faq
A scatter diagram was plotted as shown below to study the relationship between two variables. This is an example of:,High positive correlation,general_faq
Which of the following drugs is used for the prophylaxis of migraine but not for angina pectoris,Verapamnil,medicine_info
Which of the following scoring system is used to see chest involvement in Sarcoidosis?,Brasfield scoring system,general_faq
Not a cause of primary amenorrhea-,Turner's syndrome,general_faq
"Basanthi, a 29 yrs aged female from Bihar presents with active tuberculosis, delivers baby. All of the following are indicated, EXCEPT:",Administer INH to the baby,general_faq
Which ofthe following statements is true about rabies virus -,It is double stranded RNA virus,general_faq
"A 20 month old female child is brought for routine check-up. Complete blood count (CBC) shows moderate neutropenia. Child looks healthy, eats well and within expected parameters for age and sex. Other parameters of blood count are within normal range expected for age. Family history is unremarkable. CBC after 1 and 2 weeks shows same results. Bone marrow examination is normal. Next step",Corticosteroid administration,nutrition_advice
Fracture scaphoid is usually seen in:,Elderly male,general_faq
Following is a type of physical uicaria -,Dermographism,general_faq
"A 20 yrs old young girl, presents with history of rapidly developing hirsutism and Amenorrhea with change in voice. To establish a diagnosis you would like to proceed with which of the following tests in blood:",17-OH progesterone,general_faq
"Disease caused by virus of family of RNA paramyxovirus, with incubation period of 14-21 days with high secondary attack rate with most common complication of aseptic meningitis. Live attenuated vaccine is available for disease with strain JeryII Lynn strain. Name of disease is?",Measles,general_faq
The superior and inferior ophthalmic veins drain into the:,Internal jugular vein,general_faq
All of the following are hormonal agents used against breast cancer except -,Latrazole,general_faq
All are true about Renal tubular acidosis except.,Impaired acid production,general_faq
Peripheral level health workers are all except?,Anganwadi workers,general_faq
"In narcolepsy, the polysomnographic recording typically shows which of the following patterns?",REM intrusion during inappropriate periods,general_faq
All of the following are the classical presentation of Cranioverebral junction anomalies except,Pyramidal signs,general_faq
Diabetes melitus is diagnosed if fasting blood glucose is ?,>100,symptoms_diagnosis
In ETC cmplex-4 is inhibited by all except ?,CO,general_faq
All of the following nutritional assessment methods indicate inadequate nutrition except -,Hb < 11.5 g/dl during 3rd trimester of pregnancy,nutrition_advice
The mortality rate in Acute hemorrhagic pancreatitis is,20%,nutrition_advice
"A 65 year old woman after total knee implant surgery complains of calf pain and swelling in the leg from last 2 days. Later she
complains of breathlessness and dies suddenly in the ward. Probable cause?",Myocardial infarction,nutrition_advice
"A patient with recent onset primary generalized epilepsy, develops drug reaction and skin rash and neutropenia due to phenytoin sodium. The most appropriate course of action is:",Shift to sodium valproate,medicine_info
All the following are true about Japanese Encephalitis except -,Man to man transmission is not repoed,general_faq
Methicillin-resistant S. aureus (MRSA) was isolated from 7 patients in a 14-bed intensive care unit. All patients were isolated and the unit closed to any more admissions. Which one of the following reasons best explains these rigorous methods to control MRSA?,MRSA is inherently more virulent than other staphylococci,general_faq
Eutrophication of water bodies is mainly caused by -,Carbonates and oxides,general_faq
Chronic Hemolysis from which of the following conditions may be associated with iron deficiency:,Paroxysmal cold Haemoglobinuria,general_faq
Characteristic lesion of scabies is -,Burrow,general_faq
"Ridge lap design of ponticis indicated for the replacement
of a",Maxillary first molar,general_faq
"Many rashes and skin lesions can be found first in the newborn period. For each of the descriptions listed below, select the most likely diagnosis. Each lettered option may be used once, more than once, or not at all. An adolescent boy complains of a splotchy red rash on the nape of his neck, discovered when he had his head shaved for football season.The rash seems to become more prominent with exercise or emotion. His mother notes that he has had the rash since infancy, but that it became invisible as hair grew. He had a similar rash on his eyelids that resolved in the newborn period.",Sebaceous nevus,general_faq
For detection of intrinsic pathway of coagulation which one is used?,aPTT,general_faq
Maximum first pass metaboilsm is seen by which route ?,Intravenous,general_faq
A 50 years old male with 2 diabetes mellitus is found to have 24 hour urinary albumin of 250 mg. Which of the following drugs may be used to retard progression of renal disease -,Hydrochlohiazide,medicine_info
Distal colitis with respect to ulcerative colitis refers to:,Proctitis,general_faq
All of the following drugs are used in the management of acute Myocardial infarction except-,Tissue plasminogen activator,medicine_info
H4-biopterin (tetrahydrobiopterin) is required for metabolism of,Arginine,general_faq
Cardiac polyp is seen in,Acute nephritis,general_faq
Rigor mortis in fetus is:,Usually not seen before 7 months,general_faq
Recurrent ischaemic events following thrombosis have been pathophysiologically linked to,Antibodies to thrombolytic agents,general_faq
Which of the following drug can cause cartilage damage in children ?,Cotrimoxazole,medicine_info
The slender rhabditiform larvae of which of the following helminths move about in water and are ingested by species of cyclops -,D. latum,general_faq
Pheochromocytoma produces all except?,Nor-epinephrine,general_faq
Telecanthus is:,Narrow medial epicanthus,general_faq
"A patient was advised Treadmill test, but he had lost both his limbs and then he was advised a stress test. The drug used for this test is:",Dopexamine,medicine_info
The presence of multiple cavities in the lung with hematuria is suggestive of-,Wegener's granulomatosis,general_faq
Granulomtous condition showing hypercalcemia A/E,TB,general_faq
True about Atosiban:,is an oxytocin receptor antagonist,general_faq
Anastomotic leaks are most commonly seen in,Billroth 1,general_faq
"In a thyroid crisis with hyperpyrexia, tachycardia, vomiting, dehydration and shock the following are usually indicated",Metaraminol,general_faq
Early diagnosis of active hepatitis B infection is done by-,IgM HBcAg antibody,general_faq
Gray hepatization of lungs is seen on the day -,1,general_faq
All the following are at-risk groups meriting Hepatitis B vaccination in low endemic areas EXCEPT-,Patients on chronic hemodialysis,general_faq
An extracted tooth is discarded in which bag?,Yellow,general_faq
All true about armoured endotracheal tube except,These are tube with metal wire coil embedded in the wall of the tube shaft.,general_faq
The Vitamin A supplement administered in “Prevention of nutritional blindness in children programme” contains,"25,000 IU/ml",nutrition_advice
Immunostimulant used for the treatment of malignant Melanoma Norma is,Levamisol,nutrition_advice
BCG is used for:,Treatment of tuberculosis,general_faq
What could be the possible diagnosis as per the given X-ray?,Osgood schattler disease,general_faq
One of the following features can be used to define contracted pelvis,Transverse diameter of inlet is 10 cm,nutrition_advice
"True regarding predisposing factors for penile carcinoma are all except: March 2012, March 2013 (e)",Paget's disease,general_faq
A neonate presenting with ascites is diagnosed having urinary ascites. What is the most common cause:,Bilateral PUJ obstruction,symptoms_diagnosis
"A 30 year old farmer presents with the features of high fever, painful inguinal lymphadenopathy, vomiting and diarrhoea with hypotension. Which of the following stain will be helpful in making the diagnosis?",Wayson's stain,nutrition_advice
A person is said to be mentally retarded when IQ is-,< 100,general_faq
Differential diagnosis for pancytopenia with cellular bone marrow include the following except -,Megaloblastic anemia,general_faq
Best for systemic aspergillosus infection ?,Ketoconazole,general_faq
The principal vector of dengue virus-,Anopheles culicifacies,general_faq
Which of the following is not a culture bound syndrome,Amok,general_faq
"In Epidemic dropsy disease, toxin is:-",Ergot toxin,general_faq
"A female presented with long standing nasal obstruction. She also complaints about comments from her friends telling about foul smell coming from her nose which she could not recognise. On evaluation, atrophic rhinitis is diagnosed. What can be the etiology in this patient to develop secondary atrophic rhinitis?",Chronic sinusitis,symptoms_diagnosis
"A 42-year old female presents with the complaint of bleeding gums for the past 20 days. Intra-oral examination shows thickened and friable gums. Also, she has hepatosplenomegaly with generalized non tender lymphadenopathy. The blood  count reveals: Hemoglobin 11.4 g/dl, Platelet count 90,000/mm3, WBC count 4600/mm3. The bone marrow biopsy shows 100% cellularity, with many large blasts that are peroxidase negative and nonspeciﬁc esterase positive. Which of the following is the most likely diagnosis for this patient?",Acute lymphoblastic leukemia,general_faq
Osteomeatal complex(OMC) connects:,Nasal cavity with maxillary sinus,nutrition_advice
The clinical consequences of hypokalemia in skeletal muscle include muscle weakness and cramps. What is the level of Serum Potassium at which Paralysis Is a possible complication of hypokalemia?,Serum Potassium at 2.0 mEq/L,general_faq
A subpoena is a kind of -,Decomposed body tissue,general_faq
OPV bivalent vaccine contains -,Polio virus 1 & 3,general_faq
Which of the following is the classical CSF finding seen in TBM?,"Increased protein, decreased sugar, increased lymphocytes",general_faq
Winter bottom's sign in sleeping sickness refers to-,Unilateral conjunctivitis,general_faq
Clostridium difficile causes -,Pseudomembranous colitis,general_faq
The muscle of hand that contains a sesamoid bone is,Flexor pollicis brevis,general_faq
"A 70-year-old man has smoked for years despite a chronic productive cough. One day, he notices blood in his sputum and goes to see his physician. A chest x-ray reveals a mass in the left lung, which is biopsied during a fiberoptic bronchoscopy. Assuming that this patient's cancer is etiologically related to his smoking, which of the following diagnoses are most likely to be returned by the pathology laboratory?",Adenocarcinoma or bronchioloalveolar carcinoma,symptoms_diagnosis
Which of the following exocrine glandular ducts are not obstructed in cystic fibrosis:,Pancreas,general_faq
Long connective tissue papillae and keratinized epithelia are a feature of these parts of oral mucosa,gingiva and alveolar mucosa,medicine_info
Distal interphalangeal joints are involved in all except ?,Psoriatic ahritis,general_faq
Pearls index,Per 10 woman years,general_faq
Occult thyroid malignancy with nodal metastasis is seen in -,Medullary carcinoma,general_faq
In which type of nerve fibers is conduction blocked maximally by pressure,A alpha,general_faq
"In stab wounds, Langer's lines determine: NEET 14",Direction,general_faq
Which cranial nerve is affected the earliest in acoustic neuroma?,CN 5,general_faq
Which of the following decreases affinity of oxygen with hemoglobin?,Decreased H+ ions,general_faq
Non-septate hyphae with a tendency to branch at 90 degree angle is characteristic of:,Mucormycosis,general_faq
Meniscal tears usually result from which of the following circumstances?,Hyperextension,general_faq
"Minimum reabsorption through renal tubule, among the following",Glucose,general_faq
"In formocresol, ratio of formalin to cresol:",3:02,general_faq
V. cholera is able to stay in GIT because of ?,Acid resistance,general_faq
Apex of maxillary sinus points towards,Zygomatic bone,general_faq
Udai Pareek scale does not include,Education,general_faq
The caudate lobe of liver corresponds to which segment of Counaud's classification,Segment I,general_faq
Which of the following can be found in ocular muscles?,Trichinella,general_faq
Continuous cell culture of bacteria,U tube,general_faq
Which is the most common tumor associated with superior vena cava syndrome?,Lung cancer,general_faq
All of the following enzymes are active within a cell except,Trypsin,general_faq
Pars flaccida of the tympanic membrane is also called as,Reissner's membrane,general_faq
DNA analysis of chorionic villus/amniocentesis is not likely to detect:,Tay-Sach's disease,general_faq
"A 37-year-old man is admitted to the hospital with a productive cough, fever, and night sweats. An X-ray film of the chest shows an ill-defined area of consolidation at the periphery of the right middle lobe and mediastinal lymphadenopathy. Sputum culture grows acid-fast bacilli. Lymph node biopsy in this patient would most likely show which of the following pathologic findings?",Caseating granulomas,nutrition_advice
Zidovudine toxicity is increased by all except,Azithromycin,general_faq
Most common abdominal mass in children:,Hydronephrosis,general_faq
Healthworker-hand washing,Cleaning hands with spirit before and after examination of each patient,general_faq
"All of the following statement about Renal Calculi are true, Except:",Cystine stones form in acidic urine,general_faq
Shenton line is seen in X-ray of,Knee,general_faq
Normal size but non functioning uterus is usually associated with :,Stenosis of the external os,general_faq
All are used in treating spasmodic dysmenorrhea except:,Bromocriptine,nutrition_advice
Which of the following is not a characteristic of right sided failure -,Pulmonary oedema,general_faq
"An 8 years old boy from Bihar presents with a 6 months history of an ill defined, hypopigmented slightly atrophic macule on the face. The most likely diagnosis is:",Pityriasis alba,general_faq
A 25yr old male with thyroid swelling Biopsy shows intense lymphocytic infiltration along with huhle cell change TSH increased,Hashimoto's thyroiditis,general_faq
The lineage specific marker for B cells is,CD 19,general_faq
Reversible loss of polarity with abnormality in size and shape of cells is known as -,Metaplasia,general_faq
All of the following statements are true regarding sumatriptan except,It has 99% oral bioavailability,general_faq
The most common form of dissociative hysteria is:,Fugue,general_faq
Which is a large granular lymphocyte?,NK cell,general_faq
Schaumann bodies are seen in -,Sarcoidosis,general_faq
Which of the following drugs is associated with untoward side effect of renal tubular damage-,Cisplatin,medicine_info
"Which of the following nucleus in brain is common to IX, X & XI cranial nerves?",Nucleus solitarius,general_faq
Digoxin toxicity it can be increased by all except,Renal impairment,general_faq
A double apical impulse is seen in,AS & AR,general_faq
Safest method of contraception in sickle cell anaemia:,Oral 'Pill',general_faq
Which of the following agent is used in day care surgery?,Propofol,treatment_procedure
Which of the following can prevent neural tube defects in pregnancy?,Iron,general_faq
Which one of the following hepatic lesions can be diagnosed with high accuracy by using nuclear imaging ?,Hepatocellular Carcinoma,symptoms_diagnosis
"Flexion, adduction and medial rotation of arm is done by which muscle",Serratus Anterior,general_faq
"In a patient with poor glycemic control, hypertriglyceridemia, low HDL, which of the following drug Rx would be best without the risk of myositis as its side effect?",Fibric acid derivatives,medicine_info
For acute leukaemia the blast cells should be more than ____%-,10,general_faq
Most common cause of primary hyperparathyroidism-,Iatrogenic,general_faq
"O2 delivery to tissues depends on all of the following factors, EXCEPT:",Cardiac output,general_faq
Which of the following is commonest primary intraocular tumour in childhood is,Neurofibromatosis,general_faq
Mechanism of direct transfer of free DNA-,Transformation,general_faq
"Sho stature, secondary to growth hormone deficeincy is associated with -",Normal body propoion,general_faq
Malignant hyperthermia is caused due to which of the following mechanism?,Increased intracellular Na,general_faq
Posterior cardinal vein develops into:,Superior vena cava,general_faq
All of the following are seen in polycythemia rubra vera except :,Increased Vit B12 binding capacity (>9000 micromols/dL),general_faq
"A 21 year male with fracture surgical neck humerus presented with regimental badge sign and difficulty in abduction, most likely to be injured",Ulnar nerve injury,general_faq
A 52 year old woman has long standing rheumatoid ahritis (RA) and is being treated with coicosteroids and nonsteroidal anti-inflammatory drugs (NSAIDs). Which of the following cardiac complications may arise in this clinical setting?,Constrictive pericarditis,medicine_info
Bleeding time is not prolonged in-,Von Willebrand's disease,general_faq
"The ""gp 120"" in HIV helps in:",Virus attachment,general_faq
LASIK (Laser assisted in situ keratomileusis) is useful in treatment of,Myopia,nutrition_advice
Bias is unlikely to invalidate cohort studies used to assess risk of exposure because -,Data collection is prospective,general_faq
The tissues most sensitive to atropine are,"The salivary, bronchial and sweat glands",general_faq
Most common cause of scleritis -,Rheumatoid arthritis,general_faq
Patellar plexus is formed by which nerve,Lateral cutaneous nerve,general_faq
NADPH used in which pathway-,Fatty acid synthesis,general_faq
Ankylosing spondylitis may be associated with,Atrial fibrillation,general_faq
Sec. 377 IPC deals with: AIIMS 09,Rape,general_faq
All are used to produce controlled hypotension except,Nitroglycerine,general_faq
Relative Risk can be obtained from -,Case study,general_faq
"A 60-year old male has a long 5tanding history of breathlessness lie has been a heavy smoker since the age of 20 years. Physical examination reveals an anxious male who is emaciated, puffing for breath but is not cyanosed. The chest is barrels shaped. An additional clinical finding would be -",Elevated domes of the diaphragm,nutrition_advice
All of the following are true about nosocomial infections except,May manifest within 48 hours of admission,general_faq
Tumor marker for Ca colon for follow up,CEA,general_faq
If parents or guardian is not available consent can be taken from teacher or principal under,Therapeutic privilege,general_faq
True statements about Pneumococcus are all except,"Pneumolysin a thiolactivated toxin, exes a variety of effect on ciliary & PMN's",general_faq
Keshan disease is caused by deficiency of:,Thiamine,general_faq
Postganglionic sympathetic fibres are,A alpha,general_faq
Which of the following drugs is recommended for the treatment of Heparin Induced thrombocytopenia?,Abciximab,medicine_info
"An 18 years old male reported with chief complaint of sensitivity and deep, dull, radiating pain during chewing. Intra-oral examination showed sparase plague and dental calculus deposits, distolabial migration of the maxillary incisors with diastema formation, mobility of maxillary and mandibular incisors and first molars. Prescribed radiographs showed an arch shaped loss of alveolar bone extending from the distal surface of the mandibular second premolar to the mesial surface of the second molar. There was vertical bone loss in the maxillary incisor region.

The host modulation therapy that may be used as adjunctive therapy for this disease is",Subantimicrobial-dose clindamycin,symptoms_diagnosis
"The Sphenopalatine foramen is formed by all of the following structures, EXCEPT:",Vomer,general_faq
"Vitamin, which acts as a hormone is :",A,nutrition_advice
MRI is contraindicated in patients with:,Metallic foreign body in eye,general_faq
True about cross section study-,Prevalence study,general_faq
Angiotensin II receptor antagonist is,Perindopril,general_faq
Arsenic causes :,Rain drop pigmentation,general_faq
Part of eukaryotic DNA contributing to polypetide synthesisa) Exonb) Enhancerc) Leader sequenced) tRNAe) ncRNA,ac,general_faq
Laminin is seen in -,Basement membrane,general_faq
Following are the features of persistent post operative pain except?,Pain that develops after surgical procedure,nutrition_advice
Jone's fracture is?,Avulsion fracture of base of fifth metatarsal,general_faq
Most common cause for subdural hematoma,Injury to middle meningeal artery,general_faq
Which of the following is not a features of simple tongue thrust swallowing,Contraction of facial muscle,nutrition_advice
All of the following statement are true about wiskott Aldrich syndrome except,It is an autosomal recessive disorder,general_faq
"If the prevalence is very low as compared to the incidence for a disease, it implies",Disease is very fatal and/or easily curable,general_faq
The distance of aoic constriction of the oesophagus from the upper incisor teeth,15 cm,general_faq
Acanthosis with intraepithelial vacuolation and hyperpara keratosis is seen in:,Hairy tongue (Lingua villosa),general_faq
"At autopsy, a patient who had died with acute anuria and uremia is found to have ischemic necrosis of the coex of both kidneys with relative sparing of the medulla. These pathological findings are MOST likely related to which of the following underlying conditions?",Disseminated intravascular coagulation,general_faq
"Down Syndrome, All are seen except?",t(14 ; 21),general_faq
"In an 8 yr old girl with symptoms of rickets, lab investigations show Serum Calcium 7.2 mg/dl, Serum Phosphates 2.3 mg/dl Alkaline Phosphatase 2420 IU/L. The most probable diagnosis is?",Vitamin D dependant type II,symptoms_diagnosis
Which of the following drugs has spasmolytic activity and could also be used in the management of seizure caused by an overdose of a local anesthetic?,Baclofen,medicine_info
Reilly bodies are seen in?,Gangliosidosis,general_faq
Dehydrogenase in HMP shunt act in oxidative phase to generate which of the following?,NADP+,general_faq
"A 47-year-old man with type II diabetes repos for his 6-month checkup. His doctor prescribes a daily 30-minute routine of walking at a brisk pace. During aerobic exercise, blood flow remains relatively constant to which of the following organs?",Brain,general_faq
The most frequent symptom of gastric diverticulum is,Epigastric pain,symptoms_diagnosis
"HIV is transmitted by all of the following routes
except",Saliva,general_faq
The conversion of a fatty acid to an active fatty acid is catalysed by which of the following enzymes?,Acyl-CoA  synthetase,general_faq
In which of the following structure of central nervous system the major autonomic reflex centers are found?,Cerebellum,general_faq
Similar features between cerebral abscess and cerebral infarct -,Coagulative necrosis,nutrition_advice
Metastasis from follicular carcinoma should be treated by: September 2007,Radioiodine,nutrition_advice
Contraindications of ergometrine is -,Diabetes mellitus,general_faq
Hypercalcemia in ECG is diagnosed by-,Increased QT interval,symptoms_diagnosis
A 8-year-old male had non-blanching rashes over the shin and swelling of the knee joint with haematuria +++ and protein +. Microscopic analysis of his renal biopsy specimen is most likely to show –,Tubular necrosis,general_faq
FIGLU excretion test is used for assessment of deficiency of -,VitaminBn,general_faq
100. A Patient presents with pain in Meta-Tarso-Phalangeal joints and is a known case of chronic renal failure. This is due to accumulation of:,Rh factor,symptoms_diagnosis
Amount of water lost in stools,50ml,general_faq
Cerebral angiography was performed by,Sir Walter Dandy,general_faq
Which of the following is used for acute variceal bleeding?,Octreotide,general_faq
Lateral wall of mastoid antrum is related to ?,Superficial temporal aery,general_faq
Most important receptor involved in chemotherapy induced vomiting is :,Histamine H1 receptor,treatment_procedure
Hagemann factor is involved in: March 2009,Extrinsic pathway,general_faq
Respiratory centre depression is caused by all exceptaEUR',Opium,general_faq
An 18-year-old boy presented with repeated epistaxis and there was a mass arising from the lateral wall of his nose extending into the nasopharynx. It was decided to operate him. All of the following are true regarding his management except,Requires adequate amount of blood to be transfused,nutrition_advice
Bacteria causing acute hemorrhagic conjunctivitis is,Staphylococcus aureus,general_faq
"In the cou of law, professional secrecy can be divulged under: MAHE 11",Doctrine of Common Knowledge,general_faq
"""Cruising"" is a developmental milestone attained at the age of:",8 months,general_faq
Which of the following muscle relaxant has the maximum duration of action –,Atracurium,general_faq
Superior rib notching is not associated with which of the enlisted conditions?,Hyperparathyroidism,general_faq
Drug of choice for myoclonic seizures is:,Valproic acid,medicine_info
Amniocentesis conducted during genetic counseling of a pregnant woman reveals a fetal adenosine deaminase deficiency. This autosomal recessive immunodeficiency is usually associated with which of the following?,Humoral Immunity - Normal; Cellular Immunity - Normal,general_faq
Breast feeding is not contraindicated if:,Mother has active infection of herpes on breast,general_faq
"In the absence of any clear history of trauma, this radiograph done in a patient of shoulder pain most likely suggests:",Shoulder dislocation,symptoms_diagnosis
Most common causative organism for bacterial meningitis beyond 3 years of age is -,Pneumococcus,general_faq
Rhinoscleroma occurs due to,Auto immune cause,general_faq
High heat obturation technique is,thermofill,nutrition_advice
Nerve which loops around submandibular duct?,Mandibular nerve,general_faq
"How soon after feilization occurs within the uterine tube does the blastocyst begin implantation?,",Within minutes,general_faq
The thickness of the distobuccal flange must be adjusted to accommodate all of the following except:,Ramus,general_faq
In a pregnant women of 28 weeks gestation IUD is earliest demonstrated on X-ray by :,Increased flexion,general_faq
Average duration of function of primary dentition,6 years,general_faq
A patient comes with 6 weeks amenorrhoea and features of shock-,Ectopic pregnancy,nutrition_advice
The carrying capacity of any given population is determined by its,Population growth rate,general_faq
FNAC is the IOC is given below thyroid conditions except,Papillary carcinoma,general_faq
The treatment of choice for hydatiform mole with a uterine size of 28 weeks is:,Suction evacuation,nutrition_advice
Which of the following is true regarding olazapine except-,It causes marked anti-muscarinic action,general_faq
Juxtaglomerular apparatus lies in relation to :,Proximal convoluted tubule,general_faq
Founder effect describes the distribution of diseases on the basis of,Occupation,general_faq
"A patient with parkinsonism suddenly presented with trembling, dizziness and upward reeling of eyes. It may be due to -",Oculygyric crisis,general_faq
"In Maroteaux- Lamy syndrome, the enzyme deficient is?",Arylsulfatase B,general_faq
"Following accidental intra-aerial injection of thiopentone, which should not be done?",Remove the needle,general_faq
Not seen in Neuroblastoma is -,Diarrhoea,general_faq
Bih weight triples at: Odisha 11,9 months of age,general_faq
A 7 year old girl is brought with complaints of generalized swelling of the body. Urinary examination reveals Grade 3 proteinuria and the presence of hyaline and fatty casts. She has no history of Hematuria. Which of the following statements about her condition is TRUE?,No IgG deposits or C3 deposition on Renal biopsy,general_faq
What is the cardiothoracic ratio in children is -,30-35%,general_faq
Which ophthalmological investigation is being performed on the patient?,Retinoscopy,general_faq
Phase 1 biotransformation includes ?,Reduction,general_faq
True about central nystagmus is,Changing direction,general_faq
Most common site of primary carcinoma in a case of Krukenberg tumor is:,Gallbladder,general_faq
Abnormal a-fetoprotein is seen in :,Trisomy 18,general_faq
ASA grading is to assess?,Cardiac status,general_faq
Dapoxetine is specifically developed for?,Depression,general_faq
In chronic alcoholics which the following enzymes are inhibited-,Glycogen phosphorylase kinase,general_faq
Post traumatic stress syndrome is due to -,Head injury,general_faq
Body dysmorphic disorder can be associated with all except,Bulimia nervosa,general_faq
All are associated with EBV except ?,Infectious mononucleosis,general_faq
The following is true about prevalence and incidence:,Both are rates,general_faq
"A child presents with Hepatosplenomegaly, Abdominal distension, Jaundice, Anemia and Adrenal calcification. Which of the following is the Diagnosis ?",Adrenal hemorrhage,general_faq
"Hyperparathyroidism (in 80% cases), pancreatic islet cell tumors, and pituitary adenomas are seen in:",Men 1 (Wermer),nutrition_advice
Perifasicular atrophy of muscle fibres is seen in?,Dermatomyositis,general_faq
"In rural area, cattle sheds should be ..... away from the houses ?",5 feet,general_faq
Vibrio parahemolyticus is seen in which of the following if undercooked?,Crab,general_faq
